,Manufacturer,Crash,Fire,NumberOfInjured,DateOfIncident,Make
401,General Motors LLC,Yes,No,0,2017-08-15,CHEVROLET
402,General Motors LLC,Yes,No,0,2018-02-01,CHEVROLET
403,General Motors LLC,Yes,No,1,2017-02-02,CHEVROLET
404,General Motors LLC,Yes,No,1,2016-03-06,CHEVROLET
405,General Motors LLC,Yes,No,1,2017-04-28,CHEVROLET
406,General Motors LLC,No,Yes,0,2017-05-13,CHEVROLET
407,General Motors LLC,No,Yes,0,2017-08-06,CHEVROLET
408,General Motors LLC,No,Yes,0,2016-09-20,CHEVROLET
409,General Motors LLC,No,Yes,0,2016-09-20,CHEVROLET
410,General Motors LLC,Yes,No,1,2016-11-05,CHEVROLET
411,General Motors LLC,Yes,No,1,2016-07-12,CHEVROLET
412,General Motors LLC,Yes,No,0,2017-03-24,CHEVROLET
413,General Motors LLC,Yes,No,2,2016-10-01,CHEVROLET
414,General Motors LLC,Yes,No,0,2017-09-23,CHEVROLET
415,General Motors LLC,Yes,No,2,2016-12-11,CHEVROLET
416,General Motors LLC,Yes,No,1,2016-11-18,CHEVROLET
417,General Motors LLC,Yes,No,2,2016-12-18,CHEVROLET
418,General Motors LLC,Yes,No,0,2016-09-01,CHEVROLET
419,General Motors LLC,Yes,No,0,2018-02-02,CHEVROLET
420,General Motors LLC,Yes,No,0,2016-04-24,CHEVROLET
421,General Motors LLC,Yes,No,0,2017-09-08,CHEVROLET
422,General Motors LLC,Yes,No,0,2016-12-05,CHEVROLET
423,General Motors LLC,No,Yes,0,2016-05-02,CHEVROLET
424,General Motors LLC,Yes,No,1,2017-09-04,CHEVROLET
425,General Motors LLC,Yes,No,0,2016-11-07,CHEVROLET
426,General Motors LLC,No,Yes,0,2018-03-03,CHEVROLET
427,General Motors LLC,Yes,No,2,2017-05-12,CHEVROLET
428,General Motors LLC,No,Yes,0,2016-03-31,CHEVROLET
429,General Motors LLC,Yes,No,0,2016-08-18,CHEVROLET
430,General Motors LLC,Yes,No,0,2017-10-14,CHEVROLET
431,General Motors LLC,Yes,No,1,2018-04-12,CHEVROLET
432,General Motors LLC,Yes,No,1,2016-09-15,CHEVROLET
433,General Motors LLC,Yes,No,5,2016-05-12,CHEVROLET
434,General Motors LLC,Yes,No,1,2016-12-22,CHEVROLET
435,General Motors LLC,Yes,No,0,2016-08-21,CHEVROLET
436,General Motors LLC,Yes,No,1,2017-09-12,CHEVROLET
437,General Motors LLC,Yes,No,0,2016-11-12,CHEVROLET
438,General Motors LLC,Yes,No,1,2016-08-26,CHEVROLET
439,Chrysler (FCA US LLC),Yes,No,1,2016-02-09,CHRYSLER
440,Chrysler (FCA US LLC),Yes,No,2,2016-04-24,CHRYSLER
441,Chrysler (FCA US LLC),Yes,No,0,2017-09-16,CHRYSLER
442,Chrysler (FCA US LLC),Yes,No,1,2017-08-21,CHRYSLER
443,Chrysler (FCA US LLC),Yes,No,1,2017-02-25,CHRYSLER
444,Chrysler (FCA US LLC),Yes,No,1,2017-02-25,CHRYSLER
445,Chrysler (FCA US LLC),Yes,No,1,2017-05-01,CHRYSLER
446,Chrysler (FCA US LLC),Yes,Yes,1,2017-08-25,CHRYSLER
447,Chrysler (FCA US LLC),Yes,No,0,2016-11-30,CHRYSLER
448,Chrysler (FCA US LLC),Yes,No,0,2016-05-10,CHRYSLER
449,Chrysler (FCA US LLC),Yes,No,0,2017-11-28,CHRYSLER
450,Chrysler (FCA US LLC),Yes,No,1,2016-05-05,DODGE
451,Chrysler (FCA US LLC),Yes,No,1,2016-05-29,DODGE
452,Chrysler (FCA US LLC),Yes,No,1,2016-07-11,DODGE
453,Chrysler (FCA US LLC),Yes,No,2,2017-08-15,DODGE
454,Chrysler (FCA US LLC),Yes,No,0,2016-11-02,DODGE
455,Chrysler (FCA US LLC),Yes,No,1,2017-06-09,DODGE
456,Chrysler (FCA US LLC),No,Yes,0,2016-05-04,DODGE
457,Chrysler (FCA US LLC),Yes,No,6,2017-09-30,DODGE
458,Chrysler (FCA US LLC),Yes,No,0,2017-11-04,DODGE
459,Chrysler (FCA US LLC),Yes,No,1,2018-04-04,DODGE
460,Chrysler (FCA US LLC),Yes,No,0,2016-12-25,DODGE
461,Chrysler (FCA US LLC),Yes,No,1,2017-07-20,DODGE
462,Chrysler (FCA US LLC),Yes,No,0,2016-08-10,DODGE
463,Chrysler (FCA US LLC),Yes,No,0,2018-02-10,DODGE
464,Chrysler (FCA US LLC),Yes,No,1,2018-01-22,DODGE
465,Chrysler (FCA US LLC),Yes,No,0,2018-03-16,DODGE
466,Chrysler (FCA US LLC),Yes,No,0,2017-02-06,DODGE
467,Chrysler (FCA US LLC),Yes,No,0,2017-03-01,DODGE
468,Chrysler (FCA US LLC),Yes,No,0,2016-10-18,DODGE
469,Chrysler (FCA US LLC),Yes,No,0,2017-09-19,DODGE
470,Chrysler (FCA US LLC),Yes,No,0,2017-05-10,DODGE
471,Chrysler (FCA US LLC),Yes,No,0,2017-07-05,DODGE
472,Chrysler (FCA US LLC),Yes,No,1,2016-09-30,DODGE
473,Chrysler (FCA US LLC),Yes,No,0,2016-12-31,DODGE
474,Chrysler (FCA US LLC),Yes,No,1,2016-12-10,DODGE
475,Chrysler (FCA US LLC),Yes,No,0,2016-08-05,DODGE
476,Chrysler (FCA US LLC),Yes,No,0,2016-04-29,DODGE
477,Chrysler (FCA US LLC),Yes,Yes,0,2017-11-16,DODGE
478,Chrysler (FCA US LLC),Yes,No,0,2017-12-07,DODGE
479,Chrysler (FCA US LLC),Yes,No,0,2017-06-04,DODGE
480,Chrysler (FCA US LLC),Yes,No,0,2017-08-10,DODGE
481,Chrysler (FCA US LLC),Yes,No,2,2015-11-26,DODGE
482,Entegra Coach,Yes,No,0,2017-12-08,ENTEGRA
483,Chrysler (FCA US LLC),Yes,No,0,2017-11-19,FIAT
484,Ford Motor Company,Yes,No,1,2017-10-23,FORD
485,Ford Motor Company,No,Yes,0,2017-04-09,FORD
486,Ford Motor Company,Yes,No,0,2016-11-22,FORD
487,Ford Motor Company,Yes,No,2,2016-02-27,FORD
488,Ford Motor Company,Yes,No,0,2017-10-15,FORD
489,Ford Motor Company,Yes,No,0,2017-12-13,FORD
490,Ford Motor Company,Yes,No,0,2018-01-06,FORD
491,Ford Motor Company,Yes,No,1,2017-02-14,FORD
492,Ford Motor Company,Yes,No,0,2017-05-18,FORD
493,Ford Motor Company,Yes,No,0,2016-10-13,FORD
494,Ford Motor Company,Yes,No,1,2016-11-25,FORD
495,Ford Motor Company,Yes,No,1,2015-12-09,FORD
496,Ford Motor Company,Yes,No,0,2017-03-31,FORD
497,Ford Motor Company,No,Yes,0,2016-01-18,FORD
498,Ford Motor Company,No,Yes,0,2016-01-18,FORD
499,Ford Motor Company,Yes,No,0,2016-08-11,FORD
500,Ford Motor Company,Yes,No,0,2017-08-31,FORD
501,Ford Motor Company,Yes,No,3,2017-10-14,FORD
502,Ford Motor Company,No,Yes,0,2017-09-20,FORD
503,Ford Motor Company,Yes,No,2,2018-03-09,FORD
504,Ford Motor Company,Yes,No,0,2018-01-14,FORD
505,Ford Motor Company,Yes,No,0,2017-12-27,FORD
506,Ford Motor Company,Yes,No,2,2018-02-01,FORD
507,Ford Motor Company,No,Yes,0,2017-08-13,FORD
508,Ford Motor Company,Yes,No,3,2016-08-25,FORD
509,Ford Motor Company,Yes,No,0,2016-06-28,FORD
510,Ford Motor Company,Yes,No,0,2016-10-18,FORD
511,Ford Motor Company,Yes,No,0,2016-12-02,FORD
512,Ford Motor Company,Yes,No,0,2018-04-08,FORD
513,Ford Motor Company,Yes,No,0,2016-10-30,FORD
514,Ford Motor Company,Yes,No,0,2016-05-25,FORD
515,Ford Motor Company,Yes,No,0,2016-03-08,FORD
516,Ford Motor Company,Yes,No,2,2017-10-31,FORD
517,Ford Motor Company,Yes,No,1,2018-02-26,FORD
518,Ford Motor Company,Yes,No,1,2018-01-12,FORD
519,Ford Motor Company,Yes,No,1,2018-03-18,FORD
520,Ford Motor Company,Yes,No,2,2017-05-18,FORD
521,Ford Motor Company,Yes,No,0,2017-05-09,FORD
522,Ford Motor Company,No,Yes,0,2016-03-28,FORD
523,Ford Motor Company,Yes,No,2,2018-01-24,FORD
524,Ford Motor Company,Yes,No,0,2018-01-09,FORD
525,Ford Motor Company,Yes,No,0,2018-03-31,FORD
526,Ford Motor Company,Yes,No,0,2017-01-07,FORD
527,Ford Motor Company,Yes,No,2,2016-12-13,FORD
528,Ford Motor Company,Yes,No,1,2016-08-26,FORD
529,Ford Motor Company,Yes,No,0,2017-04-29,FORD
530,Ford Motor Company,Yes,No,0,2017-07-12,FORD
531,Ford Motor Company,Yes,No,0,2017-07-08,FORD
532,Ford Motor Company,Yes,No,1,2016-01-22,FORD
533,Ford Motor Company,Yes,No,1,2017-03-26,FORD
534,Ford Motor Company,Yes,No,1,2017-05-19,FORD
535,Ford Motor Company,Yes,No,0,2017-07-13,FORD
536,Ford Motor Company,No,Yes,0,2017-05-20,FORD
537,Ford Motor Company,No,Yes,0,2016-05-05,FORD
538,Ford Motor Company,Yes,No,0,2016-10-30,FORD
539,Daimler Trucks North America LLC,Yes,No,1,2016-08-16,FREIGHTLINER
540,General Motors LLC,Yes,No,0,2016-07-09,GMC
541,General Motors LLC,Yes,No,1,2016-05-18,GMC
542,General Motors LLC,Yes,No,1,2016-05-18,GMC
543,General Motors LLC,Yes,Yes,1,2017-06-17,GMC
544,General Motors LLC,Yes,No,1,2015-12-29,GMC
545,General Motors LLC,Yes,No,1,2015-12-29,GMC
546,General Motors LLC,No,Yes,0,2016-09-05,GMC
547,General Motors LLC,Yes,No,0,2017-04-16,GMC
548,General Motors LLC,Yes,No,0,2016-09-29,GMC
549,"Heartland Recreational Vehicles, LLC",No,Yes,0,2016-06-26,HEARTLAND
550,Honda (American Honda Motor Co.),Yes,Yes,0,2016-06-14,HONDA
551,Honda (American Honda Motor Co.),Yes,No,1,2016-06-06,HONDA
552,Honda (American Honda Motor Co.),Yes,No,2,2017-11-18,HONDA
553,Honda (American Honda Motor Co.),Yes,No,0,2017-09-15,HONDA
554,Honda (American Honda Motor Co.),No,Yes,1,2018-02-22,HONDA
557,Honda (American Honda Motor Co.),Yes,No,1,2018-02-26,HONDA
558,Honda (American Honda Motor Co.),No,Yes,0,2018-04-08,HONDA
559,Honda (American Honda Motor Co.),Yes,No,0,2016-12-10,HONDA
560,Honda (American Honda Motor Co.),Yes,No,1,2017-04-07,HONDA
561,Honda (American Honda Motor Co.),Yes,No,0,2017-04-17,HONDA
562,Honda (American Honda Motor Co.),Yes,No,0,2016-09-15,HONDA
563,Honda (American Honda Motor Co.),Yes,No,0,2017-09-19,HONDA
564,Honda (American Honda Motor Co.),Yes,No,0,2017-08-07,HONDA
565,Honda (American Honda Motor Co.),Yes,No,1,2017-04-19,HONDA
566,Honda (American Honda Motor Co.),Yes,No,0,2016-04-18,HONDA
567,Honda (American Honda Motor Co.),Yes,No,1,2017-08-21,HONDA
568,Honda (American Honda Motor Co.),Yes,No,1,2017-07-14,HONDA
569,Honda (American Honda Motor Co.),Yes,No,0,2016-10-02,HONDA
570,Honda (American Honda Motor Co.),Yes,No,1,2016-09-29,HONDA
571,Honda (American Honda Motor Co.),Yes,No,0,2016-11-06,HONDA
572,Honda (American Honda Motor Co.),Yes,No,0,2016-03-11,HONDA
573,Honda (American Honda Motor Co.),Yes,No,0,2016-07-21,HONDA
574,Honda (American Honda Motor Co.),Yes,No,0,2017-09-29,HONDA
575,Honda (American Honda Motor Co.),Yes,No,0,2018-02-19,HONDA
576,Honda (American Honda Motor Co.),Yes,No,0,2018-04-07,HONDA
577,Honda (American Honda Motor Co.),Yes,Yes,0,2017-01-01,HONDA
578,Honda (American Honda Motor Co.),Yes,No,0,2016-12-26,HONDA
579,Honda (American Honda Motor Co.),No,Yes,0,2017-03-06,HONDA
580,Honda (American Honda Motor Co.),Yes,No,0,2016-07-23,HONDA
581,Honda (American Honda Motor Co.),Yes,No,1,2016-10-16,HONDA
582,Honda (American Honda Motor Co.),Yes,No,2,2017-05-09,HONDA
583,Honda (American Honda Motor Co.),Yes,No,1,2016-05-04,HONDA
584,Honda (American Honda Motor Co.),Yes,No,0,2016-10-31,HONDA
585,Honda (American Honda Motor Co.),Yes,No,0,2016-09-24,HONDA
586,Honda (American Honda Motor Co.),Yes,No,0,2016-09-15,HONDA
587,Honda (American Honda Motor Co.),Yes,No,0,2016-10-04,HONDA
588,Honda (American Honda Motor Co.),Yes,No,0,2016-11-18,HONDA
589,Honda (American Honda Motor Co.),Yes,No,1,2017-02-27,HONDA
590,Honda (American Honda Motor Co.),Yes,No,2,2017-08-05,HONDA
591,Honda (American Honda Motor Co.),Yes,No,0,2016-06-22,HONDA
592,Honda (American Honda Motor Co.),Yes,No,0,2017-02-02,HONDA
593,Honda (American Honda Motor Co.),Yes,Yes,0,2018-04-18,HONDA
594,Honda (American Honda Motor Co.),Yes,No,0,2018-02-21,HONDA
595,Honda (American Honda Motor Co.),Yes,No,0,2017-03-20,HONDA
596,Honda (American Honda Motor Co.),Yes,No,0,2017-04-01,HONDA
597,Honda (American Honda Motor Co.),Yes,No,0,2017-05-09,HONDA
598,Honda (American Honda Motor Co.),No,Yes,0,2015-07-26,HONDA
599,Honda (American Honda Motor Co.),Yes,No,0,2016-02-04,HONDA
600,Honda (American Honda Motor Co.),Yes,No,0,2016-03-21,HONDA
601,Honda (American Honda Motor Co.),Yes,No,8,2017-09-24,HONDA
602,Honda (American Honda Motor Co.),Yes,No,1,2016-10-01,HONDA
603,Honda (American Honda Motor Co.),Yes,No,0,2017-02-09,HONDA
604,Honda (American Honda Motor Co.),Yes,No,2,2017-03-30,HONDA
605,Honda (American Honda Motor Co.),Yes,No,0,2017-05-18,HONDA
606,Honda (American Honda Motor Co.),Yes,No,0,2016-11-08,HONDA
607,Hyundai Motor America,Yes,No,3,2017-04-22,HYUNDAI
608,Hyundai Motor America,Yes,No,0,2017-05-12,HYUNDAI
609,Hyundai Motor America,Yes,No,0,2017-09-19,HYUNDAI
610,Hyundai Motor America,No,Yes,0,2016-04-05,HYUNDAI
611,Hyundai Motor America,Yes,No,1,2016-03-19,HYUNDAI
612,Hyundai Motor America,Yes,No,0,2016-06-08,HYUNDAI
613,Hyundai Motor America,Yes,No,0,2018-01-03,HYUNDAI
614,Hyundai Motor America,Yes,No,1,2016-10-15,HYUNDAI
615,Hyundai Motor America,Yes,Yes,0,2016-09-11,HYUNDAI
616,Hyundai Motor America,Yes,No,0,2017-08-11,HYUNDAI
617,Hyundai Motor America,Yes,No,1,2017-06-05,HYUNDAI
618,Hyundai Motor America,Yes,No,1,2015-07-18,HYUNDAI
619,Hyundai Motor America,Yes,No,0,2017-03-13,HYUNDAI
620,Hyundai Motor America,Yes,No,0,2016-10-20,HYUNDAI
621,Hyundai Motor America,No,Yes,0,2016-01-26,HYUNDAI
622,Hyundai Motor America,Yes,No,1,2016-02-19,HYUNDAI
623,Hyundai Motor America,Yes,No,1,2016-03-09,HYUNDAI
624,Hyundai Motor America,No,Yes,0,2016-06-20,HYUNDAI
625,Hyundai Motor America,Yes,No,0,2017-12-09,HYUNDAI
626,Hyundai Motor America,Yes,No,0,2016-06-27,HYUNDAI
627,Hyundai Motor America,No,Yes,0,2016-05-27,HYUNDAI
628,Hyundai Motor America,No,Yes,0,2016-02-24,HYUNDAI
629,Hyundai Motor America,Yes,No,0,2016-07-20,HYUNDAI
630,Hyundai Motor America,Yes,No,0,2016-07-31,HYUNDAI
631,Hyundai Motor America,Yes,No,0,2018-01-23,HYUNDAI
632,Hyundai Motor America,Yes,No,0,2016-12-12,HYUNDAI
633,Hyundai Motor America,Yes,No,2,2017-07-12,HYUNDAI
634,Hyundai Motor America,Yes,No,0,2016-07-20,HYUNDAI
635,Hyundai Motor America,Yes,No,0,2017-09-27,HYUNDAI
636,Hyundai Motor America,Yes,No,1,2018-03-19,HYUNDAI
637,Hyundai Motor America,Yes,No,1,2018-03-19,HYUNDAI
638,Hyundai Motor America,Yes,No,1,2017-05-15,HYUNDAI
639,Indian Motorcycle Company,Yes,No,0,2016-10-23,INDIAN
640,"Nissan North America, Inc.",Yes,No,1,2016-09-09,INFINITI
641,JAGUAR CARS LTD,Yes,No,0,2017-06-22,JAGUAR
642,JAGUAR CARS LTD,Yes,No,1,2017-10-27,JAGUAR
643,Chrysler (FCA US LLC),Yes,No,0,2016-04-23,JEEP
644,Chrysler (FCA US LLC),Yes,No,1,2016-06-10,JEEP
645,Chrysler (FCA US LLC),Yes,No,1,2016-06-14,JEEP
646,Chrysler (FCA US LLC),Yes,No,0,2017-03-16,JEEP
647,Chrysler (FCA US LLC),No,Yes,0,2017-04-04,JEEP
648,Chrysler (FCA US LLC),No,Yes,0,2016-08-02,JEEP
649,Chrysler (FCA US LLC),Yes,No,0,2016-09-15,JEEP
650,Chrysler (FCA US LLC),Yes,No,0,2017-05-04,JEEP
651,Chrysler (FCA US LLC),Yes,No,0,2017-04-20,JEEP
652,Chrysler (FCA US LLC),Yes,No,0,2017-04-20,JEEP
653,Chrysler (FCA US LLC),Yes,No,0,2017-06-01,JEEP
654,Chrysler (FCA US LLC),Yes,No,0,2017-08-13,JEEP
655,Chrysler (FCA US LLC),Yes,No,0,2017-07-12,JEEP
656,Chrysler (FCA US LLC),Yes,No,0,2017-07-06,JEEP
657,Chrysler (FCA US LLC),Yes,No,0,2016-10-21,JEEP
658,Chrysler (FCA US LLC),No,Yes,0,2016-11-25,JEEP
659,Chrysler (FCA US LLC),Yes,No,3,2016-02-13,JEEP
660,Chrysler (FCA US LLC),Yes,No,0,2016-06-19,JEEP
661,Chrysler (FCA US LLC),Yes,No,0,2017-02-01,JEEP
662,Chrysler (FCA US LLC),Yes,No,3,2017-01-12,JEEP
663,Chrysler (FCA US LLC),No,Yes,0,2017-06-14,JEEP
664,Chrysler (FCA US LLC),Yes,No,1,2016-12-09,JEEP
665,Chrysler (FCA US LLC),No,Yes,0,2016-07-22,JEEP
666,Chrysler (FCA US LLC),Yes,No,1,2016-03-15,JEEP
667,Chrysler (FCA US LLC),Yes,Yes,2,2016-01-21,JEEP
668,Chrysler (FCA US LLC),No,Yes,0,2017-12-07,JEEP
669,Chrysler (FCA US LLC),Yes,No,1,2016-09-05,JEEP
670,Chrysler (FCA US LLC),Yes,No,1,2017-01-12,JEEP
671,Chrysler (FCA US LLC),Yes,No,1,2016-09-06,JEEP
672,Chrysler (FCA US LLC),Yes,No,1,2016-11-10,JEEP
673,Chrysler (FCA US LLC),Yes,No,0,2016-03-14,JEEP
674,Chrysler (FCA US LLC),Yes,No,2,2017-08-03,JEEP
675,Chrysler (FCA US LLC),No,Yes,0,2017-04-14,JEEP
676,Chrysler (FCA US LLC),Yes,No,1,2016-12-14,JEEP
677,Chrysler (FCA US LLC),Yes,No,1,2016-04-25,JEEP
678,Chrysler (FCA US LLC),Yes,No,6,2016-08-06,JEEP
679,Chrysler (FCA US LLC),No,Yes,0,2017-10-14,JEEP
680,Chrysler (FCA US LLC),No,Yes,0,2017-11-19,JEEP
681,Chrysler (FCA US LLC),Yes,No,0,2016-11-10,JEEP
682,Chrysler (FCA US LLC),Yes,No,0,2017-08-17,JEEP
683,Chrysler (FCA US LLC),No,Yes,0,2016-05-05,JEEP
684,Chrysler (FCA US LLC),No,Yes,0,2016-08-15,JEEP
685,Chrysler (FCA US LLC),Yes,No,1,2016-07-11,JEEP
686,Chrysler (FCA US LLC),No,Yes,0,2017-09-08,JEEP
687,Chrysler (FCA US LLC),Yes,No,1,2017-01-15,JEEP
688,Chrysler (FCA US LLC),Yes,No,2,2016-12-21,JEEP
689,Chrysler (FCA US LLC),Yes,No,2,2016-11-23,JEEP
690,Chrysler (FCA US LLC),Yes,No,2,2017-01-30,JEEP
691,Chrysler (FCA US LLC),Yes,No,0,2017-09-04,JEEP
692,Chrysler (FCA US LLC),Yes,No,1,2016-09-06,JEEP
693,Chrysler (FCA US LLC),Yes,No,1,2016-11-21,JEEP
694,Chrysler (FCA US LLC),Yes,No,1,2016-11-26,JEEP
695,Kia Motors America,Yes,No,1,2016-03-24,KIA
696,Kia Motors America,Yes,No,0,2017-11-08,KIA
697,Kia Motors America,No,Yes,0,2018-01-01,KIA
698,Kia Motors America,Yes,No,2,2017-07-19,KIA
699,Kia Motors America,Yes,No,1,2016-01-28,KIA
700,Kia Motors America,Yes,No,1,2017-08-07,KIA
701,Kia Motors America,No,Yes,0,2017-10-22,KIA
702,Kia Motors America,Yes,No,1,2017-10-09,KIA
703,Kia Motors America,Yes,No,2,2017-11-14,KIA
704,Kia Motors America,Yes,No,0,2018-03-09,KIA
705,Kia Motors America,Yes,No,0,2018-03-14,KIA
706,Kia Motors America,No,Yes,0,2016-12-20,KIA
707,Kia Motors America,No,Yes,0,2016-12-29,KIA
708,Kia Motors America,Yes,No,0,2017-02-15,KIA
709,Kia Motors America,Yes,No,0,2015-09-19,KIA
710,Kia Motors America,Yes,No,1,2017-06-08,KIA
711,Kia Motors America,Yes,No,0,2016-11-10,KIA
712,Kia Motors America,Yes,No,0,2015-03-24,KIA
713,Kia Motors America,Yes,No,0,2015-12-30,KIA
714,Kia Motors America,Yes,No,1,2016-07-22,KIA
715,Kia Motors America,Yes,No,0,2016-07-25,KIA
716,Kia Motors America,Yes,No,1,2016-07-28,KIA
717,Kia Motors America,Yes,Yes,0,2018-01-02,KIA
718,Kia Motors America,No,Yes,0,2016-12-02,KIA
719,Kia Motors America,No,Yes,0,2017-09-02,KIA
720,Kia Motors America,No,Yes,0,2017-06-02,KIA
721,Kia Motors America,Yes,No,0,2017-06-09,KIA
722,Kia Motors America,Yes,No,1,2016-08-17,KIA
723,Kia Motors America,Yes,No,1,2017-02-18,KIA
724,Kia Motors America,Yes,No,0,2016-07-29,KIA
725,Kia Motors America,Yes,No,2,2017-01-01,KIA
726,Kia Motors America,Yes,No,0,2017-06-08,KIA
727,Kia Motors America,Yes,No,1,2017-09-03,KIA
728,Toyota Motor Corporation,Yes,No,0,2016-03-25,LEXUS
729,Toyota Motor Corporation,Yes,No,0,2016-09-30,LEXUS
730,Toyota Motor Corporation,Yes,No,0,2017-10-09,LEXUS
731,Toyota Motor Corporation,Yes,No,0,2016-06-13,LEXUS
732,Toyota Motor Corporation,Yes,No,0,2017-11-06,LEXUS
733,Toyota Motor Corporation,Yes,No,3,2017-10-05,LEXUS
734,Toyota Motor Corporation,Yes,No,1,2017-12-13,LEXUS
735,Toyota Motor Corporation,Yes,No,0,2017-02-11,LEXUS
736,Toyota Motor Corporation,Yes,No,0,2016-06-25,LEXUS
737,Toyota Motor Corporation,Yes,No,0,2016-03-25,LEXUS
738,Toyota Motor Corporation,Yes,No,0,2017-06-28,LEXUS
739,Toyota Motor Corporation,Yes,No,0,2016-04-16,LEXUS
740,Ford Motor Company,Yes,No,0,2016-12-12,LINCOLN
741,Ford Motor Company,Yes,No,0,2017-09-04,LINCOLN
742,Ford Motor Company,No,Yes,0,2018-04-22,LINCOLN
743,Ford Motor Company,No,Yes,0,2017-04-09,LINCOLN
744,Ford Motor Company,Yes,No,0,2016-03-24,LINCOLN
745,Ford Motor Company,Yes,No,1,2017-03-16,LINCOLN
746,"Maserati North America, Inc.",Yes,No,0,2016-08-13,MASERATI
747,Mazda Motor Corp.,Yes,No,1,2016-05-11,MAZDA
748,Mazda Motor Corp.,Yes,No,1,2016-08-02,MAZDA
749,Mazda Motor Corp.,Yes,No,1,2016-08-25,MAZDA
750,Mazda Motor Corp.,Yes,No,0,2015-10-21,MAZDA
751,Mazda Motor Corp.,Yes,No,1,2015-11-14,MAZDA
752,Mazda Motor Corp.,Yes,No,0,2017-12-21,MAZDA
753,"BMW of North America, LLC",Yes,No,0,2016-09-23,MINI
754,"Mitsubishi Motors North America, Inc.",Yes,No,2,2018-01-25,MITSUBISHI
755,"Mitsubishi Motors North America, Inc.",Yes,No,1,2016-09-03,MITSUBISHI
756,"Mitsubishi Motors North America, Inc.",Yes,No,0,2017-07-18,MITSUBISHI
757,"Nissan North America, Inc.",Yes,No,1,2017-10-17,NISSAN
758,"Nissan North America, Inc.",Yes,No,0,2018-02-23,NISSAN
759,"Nissan North America, Inc.",Yes,No,3,2018-02-15,NISSAN
760,"Nissan North America, Inc.",Yes,No,1,2017-06-27,NISSAN
761,"Nissan North America, Inc.",Yes,No,1,2017-07-10,NISSAN
762,"Nissan North America, Inc.",Yes,No,0,2017-09-07,NISSAN
763,"Nissan North America, Inc.",Yes,No,3,2016-09-24,NISSAN
764,"Nissan North America, Inc.",No,Yes,0,2017-03-11,NISSAN
765,"Nissan North America, Inc.",Yes,No,1,2016-11-01,NISSAN
766,"Nissan North America, Inc.",Yes,No,0,2016-12-02,NISSAN
767,"Nissan North America, Inc.",Yes,No,1,2015-12-29,NISSAN
768,"Nissan North America, Inc.",Yes,No,3,2017-09-05,NISSAN
769,"Nissan North America, Inc.",Yes,No,0,2017-03-28,NISSAN
770,"Nissan North America, Inc.",Yes,No,1,2017-02-08,NISSAN
771,"Nissan North America, Inc.",No,Yes,0,2017-01-19,NISSAN
772,"Nissan North America, Inc.",Yes,No,1,2017-05-04,NISSAN
773,"Nissan North America, Inc.",Yes,No,1,2016-07-11,NISSAN
774,"Nissan North America, Inc.",No,Yes,0,2018-02-26,NISSAN
775,"Nissan North America, Inc.",Yes,No,1,2016-11-17,NISSAN
776,"Nissan North America, Inc.",Yes,No,3,2018-03-29,NISSAN
777,"Nissan North America, Inc.",Yes,No,0,2018-04-02,NISSAN
778,"Nissan North America, Inc.",Yes,No,0,2018-02-26,NISSAN
779,"Nissan North America, Inc.",Yes,No,0,2017-01-21,NISSAN
780,"Nissan North America, Inc.",Yes,No,2,2016-09-23,NISSAN
781,"Nissan North America, Inc.",Yes,No,1,2016-01-22,NISSAN
782,"Nissan North America, Inc.",Yes,No,3,2016-05-15,NISSAN
783,"Nissan North America, Inc.",Yes,No,1,2016-02-22,NISSAN
784,"Nissan North America, Inc.",Yes,No,0,2018-01-06,NISSAN
785,"Nissan North America, Inc.",Yes,No,1,2017-08-28,NISSAN
786,"Nissan North America, Inc.",Yes,No,0,2016-12-08,NISSAN
787,"Nissan North America, Inc.",Yes,No,0,2016-12-26,NISSAN
788,"Nissan North America, Inc.",Yes,No,0,2017-02-07,NISSAN
789,"Nissan North America, Inc.",Yes,No,0,2017-03-21,NISSAN
790,"Nissan North America, Inc.",Yes,No,2,2016-11-10,NISSAN
791,"Nissan North America, Inc.",Yes,No,2,2017-07-23,NISSAN
792,"Nissan North America, Inc.",Yes,No,0,2018-03-02,NISSAN
793,"Nissan North America, Inc.",Yes,No,0,2017-03-25,NISSAN
794,"Nissan North America, Inc.",Yes,No,0,2017-11-28,NISSAN
795,"Nissan North America, Inc.",Yes,No,0,2018-02-04,NISSAN
796,"Nissan North America, Inc.",No,Yes,0,2016-11-03,NISSAN
797,"Nissan North America, Inc.",Yes,No,2,2017-08-22,NISSAN
798,"Nissan North America, Inc.",Yes,No,0,2017-05-28,NISSAN
799,"Nissan North America, Inc.",Yes,No,0,2016-06-20,NISSAN
800,"Nissan North America, Inc.",Yes,No,0,2018-02-06,NISSAN
801,"Nissan North America, Inc.",Yes,No,0,2017-05-20,NISSAN
802,"Nissan North America, Inc.",Yes,No,1,2015-08-16,NISSAN
803,"Nissan North America, Inc.",Yes,No,1,2017-06-07,NISSAN
804,"Nissan North America, Inc.",Yes,No,0,2017-03-20,NISSAN
805,"Nissan North America, Inc.",Yes,No,1,2017-11-06,NISSAN
806,"Nissan North America, Inc.",Yes,No,2,2017-11-27,NISSAN
807,"Nissan North America, Inc.",Yes,No,1,2017-02-01,NISSAN
808,"Nissan North America, Inc.",Yes,No,0,2016-09-02,NISSAN
